"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
HP34,"Big, Bad, Gun","Hero Pax 4",British,34,Italian,29,https://vasl-templates.org/services/roar/2844
HP35,"A Hollow Victory","Hero Pax 4",French,2,Italian,2,https://vasl-templates.org/services/roar/2845
HP36,"Grudge Match","Hero Pax 4",Vichy,7,American,3,https://vasl-templates.org/services/roar/2846
HPB1,"Scots at a Standstill","Hero Pax 4",German,0,British,0,https://vasl-templates.org/services/roar/5283
HPB2,"Brandenburger Bridge","Hero Pax 4",German,0,Russian,0,https://vasl-templates.org/services/roar/5284
HG1,"Pinched a Tank","High Ground",Italian,4,Australian,3,https://vasl-templates.org/services/roar/1638
HG2,"The Gifu","High Ground",American,3,Japanese,0,https://vasl-templates.org/services/roar/1639
HG3,"Bumps Along the Tiddam Road","High Ground",Japanese,13,"Indian (British)",8,https://vasl-templates.org/services/roar/1640
HG4,"Cohort and the Phalanx","High Ground",Greek,9,Italian,10,https://vasl-templates.org/services/roar/1553
HG5,"Mount Istibei","High Ground",Greek,9,German,3,https://vasl-templates.org/services/roar/1641
HG6,"Corniche Game","High Ground",French,10,Italian,5,https://vasl-templates.org/services/roar/1642
HG7,"Skill in Khilki","High Ground",German,4,Russian,6,https://vasl-templates.org/services/roar/1643
HG8,"Stampede at Hill 253.5","High Ground",German,4,Russian,9,https://vasl-templates.org/services/roar/1644
HG(2)-1,"Corniche Game","High Ground 2",French,5,Italian,1,https://vasl-templates.org/services/roar/4020
HG(2)-2,"Konitsa Crackdown","High Ground 2",Greek,11,Italian,10,https://vasl-templates.org/services/roar/4021
HG(2)-3,"Cohort and the Phalanx","High Ground 2",Italian,13,Greek,9,https://vasl-templates.org/services/roar/4032
HG(2)-4,"Mount Istibei","High Ground 2",Greek,5,German,2,https://vasl-templates.org/services/roar/4033
HG(2)-5,"Tanks Take Rook","High Ground 2",German,3,"New Zealand",5,https://vasl-templates.org/services/roar/4034
HG(2)-6,"Damned at Demyansk","High Ground 2",German,5,Russian,8,https://vasl-templates.org/services/roar/4035
HG(2)-7,"Bonny Nouvelle","High Ground 2",Vichy,4,British,7,https://vasl-templates.org/services/roar/4036
HG(2)-8,"Perún's Thunder","High Ground 2",German/Slovak,21,Partisan,14,https://vasl-templates.org/services/roar/4037
HG(2)-9,"The Gifu","High Ground 2",Japanese,0,American,6,https://vasl-templates.org/services/roar/4038
HG(2)-10,"Stampede at Hill 253.5","High Ground 2",Russian,8,German,4,https://vasl-templates.org/services/roar/4039
HG(2)-11,"Skill in Khilki","High Ground 2",Russian,4,German,1,https://vasl-templates.org/services/roar/4040
HG(2)-12,"Bumps Along the Tiddim Road","High Ground 2",British,0,Japanese,1,https://vasl-templates.org/services/roar/4041
HG(2)-13,"An Unfriendly Welcome","High Ground 2",German,15,American,9,https://vasl-templates.org/services/roar/4042
HG(2)-14,"Tigers on the Hill","High Ground 2",American,8,German,4,https://vasl-templates.org/services/roar/4043
HG(2)-15,"King Darges","High Ground 2",German,7,Russian,2,https://vasl-templates.org/services/roar/4044
HG(2)-16,"Blood Brothers","High Ground 2","Indian National Army",3,British,9,https://vasl-templates.org/services/roar/4045
HIB1,"Devil's Summit","Hill of Blood",Russian,0,German,0,https://vasl-templates.org/services/roar/4459
HIB2,"Retaking Stalin's Perch","Hill of Blood",Russian,0,German,0,https://vasl-templates.org/services/roar/4460
HIB3,"Dueling Bayonets","Hill of Blood",Russian,0,German,0,https://vasl-templates.org/services/roar/4461
HIB4,Scrapyard,"Hill of Blood",Russian,0,German,1,https://vasl-templates.org/services/roar/4462
HIB5,"The Inferno","Hill of Blood",German,0,Russian,0,https://vasl-templates.org/services/roar/4463
HIB6,"Shock and Awe","Hill of Blood",German,0,Russian,0,https://vasl-templates.org/services/roar/4464
HIB7,"Under Shell and Bomb","Hill of Blood",Russian,0,German,0,https://vasl-templates.org/services/roar/4465
HIB8,"Fraught With Danger","Hill of Blood",Russian,0,German,1,https://vasl-templates.org/services/roar/4466
HIB9,"Hitler's Little Helpers","Hill of Blood",Russian,0,Croat/German,1,https://vasl-templates.org/services/roar/4467
HIB10,"But Not There Yet","Hill of Blood",Croat/German,0,Russian,1,https://vasl-templates.org/services/roar/4470
HIB11,"Arisen Once More","Hill of Blood",Russian,0,German,0,https://vasl-templates.org/services/roar/4469
HIB12,"Ditch Ghouls","Hill of Blood",German,1,Russian,0,https://vasl-templates.org/services/roar/4471
HIB13,"Ashes of Victory","Hill of Blood",German,1,Russian,0,https://vasl-templates.org/services/roar/4472
HIB14,"Crater Hill","Hill of Blood",German,0,Russian,0,https://vasl-templates.org/services/roar/4473
HIB15,"Tears of Joy","Hill of Blood",Russian,1,German,0,https://vasl-templates.org/services/roar/4474
HH1,"Prelude to Huertgen Hell","Huertgen Hell",German,0,American,0,https://vasl-templates.org/services/roar/6160
HH2,"Jump Off to Vossenack","Huertgen Hell",American,0,German,0,https://vasl-templates.org/services/roar/6161
HH3,"Company E Mops Up","Huertgen Hell",German,0,American,0,https://vasl-templates.org/services/roar/6162
HH4,"The Green Hornet","Huertgen Hell",American,0,German,0,https://vasl-templates.org/services/roar/5154
HH5,"Task Force Lacy","Huertgen Hell",American,0,German,1,https://vasl-templates.org/services/roar/5153
HH6,"Kall Riposte","Huertgen Hell",German,0,American,0,https://vasl-templates.org/services/roar/6163
HH7,"Engineers Fire!","Huertgen Hell",German,0,American,0,https://vasl-templates.org/services/roar/6164
HH8,"Beaten to the Draw","Huertgen Hell",American,0,German,0,https://vasl-templates.org/services/roar/6165
HS1,"Out of the Woods","Hurtgen Surprise",German,0,American,1,https://vasl-templates.org/services/roar/4070
HS2,"Returning the Favor","Hurtgen Surprise",American,0,German,0,https://vasl-templates.org/services/roar/4071
HS3,"Nothing to Spare","Hurtgen Surprise",American,0,German,1,https://vasl-templates.org/services/roar/4072
HS4,"Surprised Outside of Strass","Hurtgen Surprise",American,1,German,2,https://vasl-templates.org/services/roar/4073
IC1,"The Road to St. Lo","In Contact",American,3,German,1,https://vasl-templates.org/services/roar/566
IC2,"Skirmish in the Snow","In Contact",German,3,Russian,1,https://vasl-templates.org/services/roar/567
IC3,"Waiting For Fredendall","In Contact",German,1,British,0,https://vasl-templates.org/services/roar/568
IC4,"Hell On Wheels","In Contact",German,1,American,2,https://vasl-templates.org/services/roar/569
IC6,"Rear Area Defenders","In Contact",German,2,British,1,https://vasl-templates.org/services/roar/570
IC7,"Mounted Extraction","In Contact",German,3,Russian,9,https://vasl-templates.org/services/roar/571
IC8,"Celles mélée","In Contact",German,13,American,6,https://vasl-templates.org/services/roar/572
IC9,"A Parting Blow","In Contact",German,7,American,2,https://vasl-templates.org/services/roar/573
IC10,"Tyranny's End","In Contact",German,2,American,1,https://vasl-templates.org/services/roar/574
IC11,"Monty's Mess","In Contact",British,11,German,12,https://vasl-templates.org/services/roar/575
IC12,"Crocodile Rock","In Contact",British,6,German,4,https://vasl-templates.org/services/roar/576
ITR-1,"Debacle at Sung Kiang","Into the Rubble",Japanese,29,Chinese,24,https://vasl-templates.org/services/roar/3119
ITR-2,"Factory in Flix","Into the Rubble","Spain (Nationalist)",22,"Spain (Republican)",4,https://vasl-templates.org/services/roar/3120
ITR-3,"Tough as Nails","Into the Rubble",German,9,Russian,10,https://vasl-templates.org/services/roar/3121
ITR-4,"Clash at Ponyri","Into the Rubble",German,17,Russian,21,https://vasl-templates.org/services/roar/3122
ITR-5,"Fire Teams","Into the Rubble",American,19,German,12,https://vasl-templates.org/services/roar/3123
ITR-6,"The Ceramic Factory","Into the Rubble",German,22,Russian,14,https://vasl-templates.org/services/roar/3124
ITR-7,"Rebounded Spirit","Into the Rubble",Romanian,7,Hungarian,17,https://vasl-templates.org/services/roar/3125
ITR-8,"Beyond the Slaughterhouse","Into the Rubble",German,23,Russian,20,https://vasl-templates.org/services/roar/3126
ITR9,"Asia's Stalingrad","Into the Rubble 2",Chinese,3,Japanese,2,https://vasl-templates.org/services/roar/5414
ITR10,"Samurai Stalingrad","Into the Rubble 2",Chinese,1,Japanese,3,https://vasl-templates.org/services/roar/5415
ITR11,"Cremation Station","Into the Rubble 2",Japanese,5,Chinese,4,https://vasl-templates.org/services/roar/5416
ITR12,"Sosabowski Slapdown","Into the Rubble 2",Polish,4,German,2,https://vasl-templates.org/services/roar/5417
ITR13,"To the Last Bullet","Into the Rubble 2",Russian,3,German,7,https://vasl-templates.org/services/roar/5418
ITR14,"Between Rockets and a Hard Place","Into the Rubble 2",Russian,6,German,10,https://vasl-templates.org/services/roar/5420
ITR15,"Tractor Factory 137","Into the Rubble 2",Russian,2,German,5,https://vasl-templates.org/services/roar/5421
ITR16,"The Fighting Tank Busters","Into the Rubble 2",German,6,American/British,1,https://vasl-templates.org/services/roar/5423
ITR17,"The Devil's Factory","Into the Rubble 2",American,1,German,1,https://vasl-templates.org/services/roar/5424
ITR18,"Capital of the Ruins","Into the Rubble 2",American,0,German,3,https://vasl-templates.org/services/roar/5425
ITR19,"The Narrow Front","Into the Rubble 2",German,1,American,2,https://vasl-templates.org/services/roar/5426
ITR20,"Fill 'er Up Mac","Into the Rubble 2",American,0,Japanese,4,https://vasl-templates.org/services/roar/5427
StalPak1,"Ivan's Way","Ivan's War",German,1,Russian,0,https://vasl-templates.org/services/roar/3508
StalPak2,"Yards Paid in Blood","Ivan's War",Russian,0,German,1,https://vasl-templates.org/services/roar/3509
StalPak3,"Dark Menace","Ivan's War",German,0,Russian,0,https://vasl-templates.org/services/roar/3510
StalPak4,"Back to the Front","Ivan's War",German,0,Russian,0,https://vasl-templates.org/services/roar/3511
StalPak5,"Burgerbraukeller Boast","Ivan's War",German,0,Russian,0,https://vasl-templates.org/services/roar/3512
StalPak6,Rattenkrieg,"Ivan's War",German,0,Russian,0,https://vasl-templates.org/services/roar/3513
StalPak7,"Panzer Graveyard","Ivan's War",Russian,0,German,0,https://vasl-templates.org/services/roar/3514
StalPak8,"Gonychar's Stand","Ivan's War",Russian,0,German,1,https://vasl-templates.org/services/roar/3515
StalPak9,"Zholudev's 37th Guards","Ivan's War",Russian,0,German,0,https://vasl-templates.org/services/roar/3516
StalPak10,"Panzer Pioneers","Ivan's War",Russian,0,German,0,https://vasl-templates.org/services/roar/3517
JS10,"Checkout Time","Jeff Shields' Web Site",Japanese,1,Allied,0,https://vasl-templates.org/services/roar/3310
JS11,"Te' Kiwi Sunrise","Jeff Shields' Web Site","New Zealand",0,Japanese,1,https://vasl-templates.org/services/roar/3306
JF1,Wotanstellung,"Jitter Fire",Russian,0,German,1,https://vasl-templates.org/services/roar/1989
JdS1,Reprise,"Journal du Stratege",Italian,1,Greek,0,https://vasl-templates.org/services/roar/577
Juno14-1,"Break In","JunoBear Tournament",Russian,0,German,0,https://vasl-templates.org/services/roar/4896
Juno14-2,"Break Through","JunoBear Tournament",Russian,0,German,0,https://vasl-templates.org/services/roar/4897
Juno14-3,"Break Out","JunoBear Tournament",Russian,0,German,0,https://vasl-templates.org/services/roar/4898
Juno14-4,"Break Apart","JunoBear Tournament",German,0,Russian,0,https://vasl-templates.org/services/roar/4899
Juno19-1,SparrowForce,"JunoBear Tournament",Australian,0,Japanese,0,https://vasl-templates.org/services/roar/6329
Juno19-2,"The Bend","JunoBear Tournament",German,0,American,0,https://vasl-templates.org/services/roar/6330
Juno19-3,"Possl's Posse","JunoBear Tournament",Russian,0,German,0,https://vasl-templates.org/services/roar/6331
"FT KGS1",Slayed,"Kampfgruppe Scherer",German,1,Russian,3,https://vasl-templates.org/services/roar/4221
"FT KGS2","Their Fate Sealed?","Kampfgruppe Scherer",Russian,0,German,2,https://vasl-templates.org/services/roar/4222
"FT KGS3",Reclamation,"Kampfgruppe Scherer",German,5,Russian,7,https://vasl-templates.org/services/roar/4223
"FT KGS4","From Matilda with Love","Kampfgruppe Scherer",Russian,4,German,7,https://vasl-templates.org/services/roar/4224
"FT KGS5","Red Army Day","Kampfgruppe Scherer",German,5,Russian,3,https://vasl-templates.org/services/roar/4225
"FT KGS6","Biecker's Bastion","Kampfgruppe Scherer",German,9,Russian,7,https://vasl-templates.org/services/roar/4226
"FT KGS7","Contested Canisters","Kampfgruppe Scherer",Russian,3,German,0,https://vasl-templates.org/services/roar/4227
"FT KGS8","The Battle in the Tunnel and Organ Gully","Kampfgruppe Scherer",Russian,3,German,5,https://vasl-templates.org/services/roar/4228
"FT KGS9","Lost in a Day","Kampfgruppe Scherer",Russian,7,German,10,https://vasl-templates.org/services/roar/4229
"FT KGS10","Red Ruin Roulette","Kampfgruppe Scherer",Russian,6,German,7,https://vasl-templates.org/services/roar/4230
"FT KGS11","Knock! Knock!","Kampfgruppe Scherer",Russian,3,German,5,https://vasl-templates.org/services/roar/4231
"FT KGS12","May Day--East Side","Kampfgruppe Scherer",Russian,2,German,1,https://vasl-templates.org/services/roar/4232
"FT KGS13","May Day--West Side","Kampfgruppe Scherer",Russian,2,German,1,https://vasl-templates.org/services/roar/4233
"FT KGS14","Regained in a Day","Kampfgruppe Scherer",German,4,Russian,2,https://vasl-templates.org/services/roar/4234
"FT KGS15","Fighting over the Dead","Kampfgruppe Scherer",German,1,Russian,0,https://vasl-templates.org/services/roar/4235
"FT KGS CG1","Red Army Day CG","Kampfgruppe Scherer",Russian,3,German,1,https://vasl-templates.org/services/roar/4238
"FT KGS CG2","Five Days in May CG","Kampfgruppe Scherer",German,1,Russian,1,https://vasl-templates.org/services/roar/4239
FT224,"The Guardians of Hell's Gate","Kampfgruppe Scherer Players' Guide",Russian,0,German,1,https://vasl-templates.org/services/roar/5786
KGS16,"Policing Fire with Fire","Kampfgruppe Scherer Players' Guide",German,1,Partisan,0,https://vasl-templates.org/services/roar/5777
KGS17,"Schwarzer Freitag","Kampfgruppe Scherer Players' Guide",German,2,Russian,0,https://vasl-templates.org/services/roar/5778
KGS18,"Into the Heart of Cholm","Kampfgruppe Scherer Players' Guide",German,0,Russian,0,https://vasl-templates.org/services/roar/5779
KGS19,"Back by Night","Kampfgruppe Scherer Players' Guide",German,0,Russian,0,https://vasl-templates.org/services/roar/5780
KGS20,"Behle's Tally","Kampfgruppe Scherer Players' Guide",Russian,0,German,0,https://vasl-templates.org/services/roar/5781
KGS21,"Foiled for Flanking Fire","Kampfgruppe Scherer Players' Guide",German,0,Russian,0,https://vasl-templates.org/services/roar/5782
KGS22,"Successful Second Time Around","Kampfgruppe Scherer Players' Guide",Russian,1,German,0,https://vasl-templates.org/services/roar/5783
KGS23,"Coming Down the Pike","Kampfgruppe Scherer Players' Guide",Russian,0,German,0,https://vasl-templates.org/services/roar/5784
KBS1,"Double Trouble","Kharkov: Battle for the Square",German,1,Russian,1,https://vasl-templates.org/services/roar/4589
KBS2,"The Zoo-Lancers","Kharkov: Battle for the Square",Russian,0,German,0,https://vasl-templates.org/services/roar/4590
KBS3,"Knights of the West","Kharkov: Battle for the Square",Russian,0,German,1,https://vasl-templates.org/services/roar/4591
KBS4,"A Walk in the Garden","Kharkov: Battle for the Square",German,1,Russian,0,https://vasl-templates.org/services/roar/4592
KBS5,"Track Meet","Kharkov: Battle for the Square",Russian,0,German,1,https://vasl-templates.org/services/roar/4593
KBS6,"The Hammer of Pravda Street","Kharkov: Battle for the Square",German,1,Russian,0,https://vasl-templates.org/services/roar/4588
KBS7,"Captain Sanin's Lament","Kharkov: Battle for the Square",Russian,0,German,0,https://vasl-templates.org/services/roar/4594
KBS8,"""I Hear the Deep Mournful...Urra!""","Kharkov: Battle for the Square",German,0,Russian,1,https://vasl-templates.org/services/roar/4595
KBS9,"Death Rides a Pale Horse","Kharkov: Battle for the Square",Russian,1,German,0,https://vasl-templates.org/services/roar/4596
KBS10,"Nothing to Fear","Kharkov: Battle for the Square",Russian,0,German,0,https://vasl-templates.org/services/roar/4597
KE1,"Lion's Share","Kinetic Energy March Madness 1997",German,27,British/French,20,https://vasl-templates.org/services/roar/1013
KE2,"The Dreadnought of Rasyeinyia","Kinetic Energy March Madness 1997",Russian,3,German,3,https://vasl-templates.org/services/roar/1014
KE3,"Disengagement Under Fire","Kinetic Energy March Madness 1997",German,7,British,2,https://vasl-templates.org/services/roar/1015
KE4,"Panzers to the Rescue","Kinetic Energy March Madness 1997",Russian,11,German,16,https://vasl-templates.org/services/roar/1016
KE5,"Beyond the Pakfronts","Kinetic Energy March Madness 1997",German,51,Russian,26,https://vasl-templates.org/services/roar/1017
KE6,"Rock Steady","Kinetic Energy March Madness 1997",German/Italian,3,American,10,https://vasl-templates.org/services/roar/1018
KE7,"Tennis, Anyone?","Kinetic Energy March Madness 1997",British,5,Japanese,20,https://vasl-templates.org/services/roar/1019
KE8,"Another Day, Another Field","Kinetic Energy March Madness 1997",American,4,German,8,https://vasl-templates.org/services/roar/1020
KE9,"Aces Over Eights","Kinetic Energy March Madness 1997",German,8,British,13,https://vasl-templates.org/services/roar/1022
KE10,"Angels at the Airfield","Kinetic Energy March Madness 1997",Japanese,12,American,2,https://vasl-templates.org/services/roar/1023
KE11,"Lt Elmo's Fire","Kinetic Energy March Madness 1997",German,1,American,4,https://vasl-templates.org/services/roar/1012
KE12,"Sword Play","Kinetic Energy March Madness 1997",Japanese,0,British,10,https://vasl-templates.org/services/roar/1021
MM98-A,"Gerstenberg's Boast","Kinetic Energy March Madness 1998",Romanian,2,German,0,https://vasl-templates.org/services/roar/1165
MM98-B,"Brandenburger Fiasco","Kinetic Energy March Madness 1998",Romanian,4,German,2,https://vasl-templates.org/services/roar/1166
MM98-C,"Riders on the Sturm","Kinetic Energy March Madness 1998",Romanian,3,German,1,https://vasl-templates.org/services/roar/1167
MM98-D,"Climax at the Mures Defile","Kinetic Energy March Madness 1998",Hungarian,4,Romanian/Russian,1,https://vasl-templates.org/services/roar/1168
MM98-E,"Double Cross","Kinetic Energy March Madness 1998",German,1,Bulgarian,1,https://vasl-templates.org/services/roar/1169
MM98-F,"Transylvanian Imbroglio","Kinetic Energy March Madness 1998",Romanian,3,Hungarian,7,https://vasl-templates.org/services/roar/1170
MM98-G,"Former Allies","Kinetic Energy March Madness 1998",German,2,Partisan,1,https://vasl-templates.org/services/roar/1171
MM98-H,"Smashing the Fourth","Kinetic Energy March Madness 1998",Romanian,2,Hungarian,4,https://vasl-templates.org/services/roar/1172
MM98-I,"Sacrificial Lambs","Kinetic Energy March Madness 1998",Romanian/Russian,6,"German/Axis Minor",1,https://vasl-templates.org/services/roar/1173
KE13,"Scorched Earth","Kinetic Energy March Madness 1999",Russian,5,German,3,https://vasl-templates.org/services/roar/1900
KE14,"Another Day, Another Field (repl KE8)","Kinetic Energy March Madness 1999",American,2,German,11,https://vasl-templates.org/services/roar/1901
KE15,"Angels at the Airfield (repl KE10)","Kinetic Energy March Madness 1999",American,0,Japanese,1,https://vasl-templates.org/services/roar/1902
KE16,"Tiger 222 (repl TOT7)","Kinetic Energy March Madness 1999",American,6,German,10,https://vasl-templates.org/services/roar/1903
KE17,"Nightmare (repl TOT8)","Kinetic Energy March Madness 1999",American,2,German,1,https://vasl-templates.org/services/roar/1904
KE18,"Winter Wonderland (repl TOT10)","Kinetic Energy March Madness 1999",German,1,American,5,https://vasl-templates.org/services/roar/1905
KE19,"Bitter Reply (repl. TOT11)","Kinetic Energy March Madness 1999",German,3,American,6,https://vasl-templates.org/services/roar/1906
KE20,"The Steel-Eyed Boys (repl. TOT15)","Kinetic Energy March Madness 1999",German,15,British,14,https://vasl-templates.org/services/roar/1907
KE21,"Franzen's Roadblock (repl. TOT25)","Kinetic Energy March Madness 1999",German,1,British,7,https://vasl-templates.org/services/roar/1908
KE22,"Black Friday (repl. TOT28)","Kinetic Energy March Madness 1999",German,2,British,0,https://vasl-templates.org/services/roar/1909
KH1,"Last Gasp","King of the Hill",British,0,German,3,https://vasl-templates.org/services/roar/578
KH2,"The Tank Has to Go","King of the Hill",German,3,British,8,https://vasl-templates.org/services/roar/579
KH3,"Fright Night","King of the Hill",German,1,British,0,https://vasl-templates.org/services/roar/580
KH4,"Le bon repos (A Good Rest)","King of the Hill",British,2,German,6,https://vasl-templates.org/services/roar/581
KH5,"Coming or Going","King of the Hill",British,1,German,4,https://vasl-templates.org/services/roar/582
KH6,"Cornwall's Bill","King of the Hill",British,2,German,1,https://vasl-templates.org/services/roar/583
KH7,"Windsor Knot","King of the Hill",British,5,German,1,https://vasl-templates.org/services/roar/584
KH8,"A Crown of Thorns","King of the Hill",British,1,German,0,https://vasl-templates.org/services/roar/585
KH9,"Kritz and Fritz","King of the Hill",British,0,German,2,https://vasl-templates.org/services/roar/586
KH10,"Calvary Hill","King of the Hill",British,0,German,0,https://vasl-templates.org/services/roar/587
KHCG,"King of the Hill CG","King of the Hill",British,4,German,7,https://vasl-templates.org/services/roar/588
Mortain1,Prelude,"Klas Fischer website",German,0,American,0,https://vasl-templates.org/services/roar/4767
Mortain2,"Everything Was Quiet","Klas Fischer website",German,0,American,0,https://vasl-templates.org/services/roar/4768
Mortain3,"Rescue Mission","Klas Fischer website",American,0,German,0,https://vasl-templates.org/services/roar/4769
Mortain4,"Out of the Fog","Klas Fischer website",German,0,American,0,https://vasl-templates.org/services/roar/4770
Mortain6,"Hill 285 Chateau","Klas Fischer website",German,0,American,0,https://vasl-templates.org/services/roar/4771
Mortain7,"Closing the Pincer","Klas Fischer website",American,0,German,0,https://vasl-templates.org/services/roar/4772
Mortain9,"Beginning of the End","Klas Fischer website",German,0,American,0,https://vasl-templates.org/services/roar/4773
Mortain10,"Death Of A Company","Klas Fischer website",American,0,German,0,https://vasl-templates.org/services/roar/4774
AoC1,"Rushing Hill A","Kreta - Operation Merkur",British,2,German,4,https://vasl-templates.org/services/roar/3185
AoC2,"The Venetian Fort","Kreta - Operation Merkur",German,6,"British/Greek (Allied Minor)",0,https://vasl-templates.org/services/roar/3186
AoC3,"The Olive Factory","Kreta - Operation Merkur","British/Greek (Allied Minor)",5,German,7,https://vasl-templates.org/services/roar/3187
AoC4,"Town and Country","Kreta - Operation Merkur",British,3,German,3,https://vasl-templates.org/services/roar/3188
AoC5,"At the Apex","Kreta - Operation Merkur",British,1,German,3,https://vasl-templates.org/services/roar/3189
AoC6,"42nd Street","Kreta - Operation Merkur",British,2,German,0,https://vasl-templates.org/services/roar/3190
AoC7,"Their First and Last","Kreta - Operation Merkur",German,3,British,1,https://vasl-templates.org/services/roar/3191
AoC8,"The Game's Up, Aussies","Kreta - Operation Merkur",German,0,British,2,https://vasl-templates.org/services/roar/3192
AoC9,"Unsung Heroes","Kreta - Operation Merkur",Greek,1,German,1,https://vasl-templates.org/services/roar/3193
AoC10,"Glide Path to Invasion","Kreta - Operation Merkur",British,1,German,0,https://vasl-templates.org/services/roar/3194
OM1,"Morning's Peril","Kreta - Operation Merkur",German,8,British,12,https://vasl-templates.org/services/roar/3178
OM2,"Glide Path to Hell","Kreta - Operation Merkur",German,5,British,13,https://vasl-templates.org/services/roar/3179
OM3,"Hill 107","Kreta - Operation Merkur",British,5,German,8,https://vasl-templates.org/services/roar/3180
OM4,"The Umbrella Men","Kreta - Operation Merkur",German,5,British,10,https://vasl-templates.org/services/roar/3181
OM5,"Stentzler's War Reconnoitre","Kreta - Operation Merkur",British,4,German,8,https://vasl-templates.org/services/roar/3182
OM6,"Waltzing the Matildas","Kreta - Operation Merkur",German,9,British,3,https://vasl-templates.org/services/roar/3183
OM7,"Too Little, Too Light","Kreta - Operation Merkur","British/Greek (Allied Minor)",2,German,3,https://vasl-templates.org/services/roar/3184
OM-CG1,"Operation Merkur Campaign Game","Kreta - Operation Merkur",German,2,Allied,0,https://vasl-templates.org/services/roar/3356
KR1,"Parker's Silver Star","Krinkelt-Rocherath: battle of the twin villages",American,1,German,0,https://vasl-templates.org/services/roar/6312
KR2,"Second Wave","Krinkelt-Rocherath: battle of the twin villages",American,1,German,0,https://vasl-templates.org/services/roar/6313
KR3,"&quot;Two for One&quot;","Krinkelt-Rocherath: battle of the twin villages",German,0,American,1,https://vasl-templates.org/services/roar/6314
KR4,"Lausell Mad Minute","Krinkelt-Rocherath: battle of the twin villages",German,0,American,0,https://vasl-templates.org/services/roar/6315
KR5,"Deathtrap for Panzers","Krinkelt-Rocherath: battle of the twin villages",American,0,German,0,https://vasl-templates.org/services/roar/6316
KR6,"Night Melee","Krinkelt-Rocherath: battle of the twin villages",American,0,German,0,https://vasl-templates.org/services/roar/6317
KR7,"No Bug Out","Krinkelt-Rocherath: battle of the twin villages",American,0,German,0,https://vasl-templates.org/services/roar/6318
KR8,"The Battle of the Twin Villages","Krinkelt-Rocherath: battle of the twin villages",American,0,German,0,https://vasl-templates.org/services/roar/6319
PONYRI#1,"The Gully","Kursk - Devil's Domain",German,1,Russian,1,https://vasl-templates.org/services/roar/4092
PONYRI#2,"Tank Hunters of Ponyri","Kursk - Devil's Domain",Russian,1,German,0,https://vasl-templates.org/services/roar/4093
PONYRI#3,"Cemetery Hill","Kursk - Devil's Domain",Russian,0,German,2,https://vasl-templates.org/services/roar/4094
PONYRI#4,Heavyweights,"Kursk - Devil's Domain",German,0,Russian,0,https://vasl-templates.org/services/roar/4095
PONYRI#5,"The Quarry","Kursk - Devil's Domain",Russian,0,German,1,https://vasl-templates.org/services/roar/4096
PONYRI#6,"High and Dry","Kursk - Devil's Domain",Russian,1,German,1,https://vasl-templates.org/services/roar/4097
PONYRI#7,"Earth House","Kursk - Devil's Domain",Russian,1,German,1,https://vasl-templates.org/services/roar/4098
PONYRI#8,"Iron Gustav","Kursk - Devil's Domain",Russian,0,German,0,https://vasl-templates.org/services/roar/4099
PONYRI#9,"Cocktail Hour","Kursk - Devil's Domain",Russian,0,German,1,https://vasl-templates.org/services/roar/4100
PONYRI#10,"School Haus","Kursk - Devil's Domain",Russian,0,German,0,https://vasl-templates.org/services/roar/4101
PONYRI#11,Maskirovka,"Kursk - Devil's Domain",German,0,Russian,2,https://vasl-templates.org/services/roar/4102
PONYRI#12,"Little Katy","Kursk - Devil's Domain",Russian,0,German,0,https://vasl-templates.org/services/roar/4103
PONYRI#13,"Hill 253.1","Kursk - Devil's Domain",German,0,Russian,1,https://vasl-templates.org/services/roar/4104
PONYRI#14,"Corn Field Boys","Kursk - Devil's Domain",German,0,Russian,2,https://vasl-templates.org/services/roar/4105
PONYRI#15,"Bears on the Prowl","Kursk - Devil's Domain",Russian,1,German,0,https://vasl-templates.org/services/roar/4106
PONYRI#16,"Street Fighting Men","Kursk - Devil's Domain",Russian,0,German,0,https://vasl-templates.org/services/roar/4107
PONYRI#17,"Squall of Fire","Kursk - Devil's Domain",German,0,Russian,0,https://vasl-templates.org/services/roar/4108
PONYRI#18,"Funk Lenken","Kursk - Devil's Domain",German,0,Russian,3,https://vasl-templates.org/services/roar/4109
LN1,"Ichiki's Mistake","Leatherneck Pack",Japanese,0,American,2,https://vasl-templates.org/services/roar/589
LN2,"Hell's Corner","Leatherneck Pack",Japanese,0,American,0,https://vasl-templates.org/services/roar/590
LN3,"Seizing Viru Harbor","Leatherneck Pack",American,4,Japanese,5,https://vasl-templates.org/services/roar/591
LN4,"Tempest at Tombe","Leatherneck Pack",American,13,Japanese,23,https://vasl-templates.org/services/roar/592
LN5,"Meeting Otto","Leatherneck Pack",American,0,Japanese,3,https://vasl-templates.org/services/roar/593
LN6,"The Last Island","Leatherneck Pack",American,5,Japanese,4,https://vasl-templates.org/services/roar/594
LN7,"Saipan's Tanks","Leatherneck Pack",American,1,Japanese,3,https://vasl-templates.org/services/roar/595
LN8,"White Beach 1","Leatherneck Pack",Japanese,3,American,2,https://vasl-templates.org/services/roar/596
LN9,"Deception at RJ177","Leatherneck Pack",Japanese,7,American,5,https://vasl-templates.org/services/roar/597
LN10,"Wrong-Way at RJ177","Leatherneck Pack",Japanese,3,American,4,https://vasl-templates.org/services/roar/598
